tweet_id,retweet_count,favorite_count
832397543355072512,1993,10864
832369877331693569,2848,15548
832273440279240704,2092,10285
832215909146226688,5602,0
832215726631055365,8411,0
832088576586297345,2,56
832040443403784192,8618,0
832032802820481025,4188,16171
831939777352105988,5524,21803
831926988323639298,33,311
831911600680497154,5841,25084
831670449226514432,1656,9472
831650051525054464,1752,6456
831552930092285952,2113,8211
831322785565769729,1405,8466
831315979191906304,1012,5999
831309418084069378,2202,10734
831262627380748289,1851,10818
830956169170665475,1353,7267
830583320585068544,15090,60678
830173239259324417,5129,0
830097400375152640,2626,8875
829878982036299777,4484,0
829861396166877184,1761,11143
829501995190984704,9549,28997
829449946868879360,1823,9598
829141528400556032,6633,22237
829011960981237760,14613,48476
828801551087042563,3084,0
828770345708580865,5263,23305
828708714936930305,10082,33210
828650029636317184,1209,8672
828409743546925057,1056,5854
828408677031882754,1160,7039
828381636999917570,2013,11493
828376505180889089,969,6776
828372645993398273,2663,11503
828361771580813312,161,2012
828046555563323392,2602,10730
828011680017821696,1948,9449
827933404142436356,4716,18298
827653905312006145,2727,14116
827600520311402496,856,6853
827324948884643840,2750,14502
827199976799354881,2013,9694
826958653328592898,4484,19682
826848821049180160,9151,32999
826615380357632002,3601,0
826598799820865537,224,4701
826598365270007810,2134,9167
826476773533745153,3815,16857
826240494070030336,2371,12126
826204788643753985,842,4461
826115272272650244,2803,14288
825876512159186944,1704,9612
825829644528148480,2282,11652
825535076884762624,15850,51945
825147591692263424,4086,16708
825120256414846976,1153,0
825026590719483904,1153,5736
824796380199809024,4984,0
824775126675836928,3199,13636
824663926340194305,1619,9646
824325613288833024,9602,10838
824297048279236611,3485,13829
824025158776213504,538,4384
823939628516474880,2480,9737
823719002937630720,10141,0
823699002998870016,2261,12687
823581115634085888,2390,11853
823333489516937216,20,639
823322678127919110,3637,14370
823269594223824897,9027,0
822975315408461824,3121,15866
822872901745569793,38937,120232
822859134160621569,2067,12052
822647212903690241,5835,0
822610361945911296,2663,13555
822489057087389700,5835,16615
822462944365645825,12896,25687
822244816520155136,9027,32135
822163064745328640,4281,0
821886076407029760,2099,10348
821813639212650496,3054,0
821765923262631936,1534,7661
821522889702862852,1603,7352
821421320206483457,5024,0
821407182352777218,3921,10807
821153421864615936,8,229
821149554670182400,1790,7879
821107785811234820,1921,8764
821044531881721856,2076,11571
820837357901512704,6106,0
820749716845686786,8996,28909
820690176645140481,2947,11255
820494788566847489,515,0
820446719150292993,2354,0
820314633777061888,515,3064
820078625395449857,5653,18098
820013781606658049,1061,0
819952236453363712,1061,4875
819924195358416896,4446,11888
819711362133872643,2797,12207
819588359383371776,1832,8842
819347104292290561,1098,6630
819238181065359361,373,2065
819227688460238848,6106,21157
819015337530290176,33752,0
819015331746349057,17402,0
819006400881917954,17402,41821
819004803107983360,33752,80390
818646164899774465,19008,0
818627210458333184,6911,20627
818614493328580609,2309,9035
818588835076603904,5567,0
818536468981415936,2223,9961
818307523543449600,7302,0
818259473185828864,2030,10115
818145370475810820,2319,11274
817908911860748288,722,4478
817827839487737858,24554,47384
817777686764523521,2466,9927
817536400337801217,2675,10832
817502432452313088,3063,0
817423860136083457,13289,30993
817415592588222464,868,5155
817181837579653120,7695,0
817171292965273600,1824,8046
817120970343411712,2357,11201
817056546584727552,1485,7905
816829038950027264,4293,0
816816676327063552,1860,9217
816697700272001025,2002,8973
816450570814898180,7302,27898
816336735214911488,1762,7943
816091915477250048,1952,8266
816062466425819140,922,0
816014286006976512,4774,0
815990720817401858,922,4555
815966073409433600,7695,20578
815745968457060357,3778,0
815736392542261248,2079,9029
815639385530101762,1521,7548
815390420867969024,3487,9530
814986499976527872,1173,7050
814638523311648768,2475,10393
814578408554463233,5329,0
814530161257443328,1715,8020
814153002265309185,7918,26546
813944609378369540,2903,0
813910438903693312,1709,8584
813812741911748608,12717,33616
813800681631023104,1608,7654
813217897535406080,6717,17194
813202720496779264,1667,8528
813187593374461952,3959,18263
813172488309972993,1772,8547
813157409116065792,2023,7150
813142292504645637,2197,7835
813130366689148928,411,4129
813127251579564032,2868,10933
813112105746448384,2518,9528
813096984823349248,3314,9715
813081950185472002,2546,9166
813066809284972545,1797,7351
813051746834595840,6695,19386
812781120811126785,1757,6955
812709060537683968,1328,6090
812503143955202048,1123,5564
812466873996607488,1769,7354
812372279581671427,3358,12574
811985624773361665,1289,6722
811744202451197953,1439,6973
811647686436880384,670,5160
811627233043480576,2784,11741
811386762094317568,5854,19266
810984652412424192,1299,4905
810896069567610880,1604,8288
810657578271330305,2411,10124
810284430598270976,10287,32376
810254108431155201,3084,13502
809920764300447744,3601,14316
809808892968534016,4488,0
809448704142938112,1337,6425
809220051211603969,5129,18319
809084759137812480,3212,12168
808838249661788160,2801,9347
808733504066486276,1993,7291
808501579447930884,2415,10443
808344865868283904,19008,39153
808134635716833280,5387,0
808106460588765185,2023,8139
808001312164028416,3239,11512
807621403335917568,3320,13456
807106840509214720,50443,108530
807059379405148160,6730,0
807010152071229440,3527,12053
806629075125202948,31673,68601
806620845233815552,5023,0
806576416489959424,1765,4512
806542213899489280,2178,9448
806242860592926720,10647,0
806219024703037440,1103,5952
805958939288408065,4913,0
805932879469572096,1764,7647
805826884734976000,1686,6066
805823200554876929,7300,0
805520635690676224,1513,5333
805487436403003392,2329,8087
805207613751304193,1589,7258
804738756058218496,3524,12563
804475857670639616,1832,5665
804413760345620481,2946,0
804026241225523202,14707,41017
803773340896923648,2538,9284
803692223237865472,6739,0
803638050916102144,3808,10109
803380650405482500,1735,7163
803321560782307329,4855,0
803276597545603072,2254,9260
802952499103731712,1830,8349
802624713319034886,2678,0
802600418706604034,1355,6571
802572683846291456,2307,8254
802323869084381190,5361,14900
802265048156610565,1269,6421
802239329049477120,2396,8407
802185808107208704,245,0
801958328846974976,1555,7160
801854953262350336,217,1684
801538201127157760,1908,7581
801285448605831168,759,5585
801167903437357056,5387,22418
801127390143516673,3623,0
801115127852503040,1951,7446
800859414831898624,89,636
800855607700029440,1487,0
800751577355128832,2577,9815
800513324630806528,2755,12092
800459316964663297,2015,8775
800443802682937345,3938,0
800388270626521089,2585,10274
800188575492947969,3592,0
800141422401830912,2354,14132
800018252395122689,12020,26186
799774291445383169,4272,0
799757965289017345,1970,7734
799422933579902976,1751,7442
799308762079035393,4977,0
799297110730567681,2497,9120
799063482566066176,2293,7464
798933969379225600,4069,12070
798925684722855936,1329,6931
798705661114773508,6080,0
798701998996647937,7064,0
798697898615730177,5951,0
798694562394996736,4535,0
798686750113755136,2134,0
798682547630837760,4329,0
798673117451325440,5100,0
798665375516884993,3611,0
798644042770751489,1710,0
798628517273620480,1827,0
798585098161549313,5150,0
798576900688019456,5356,0
798340744599797760,3073,0
798209839306514432,2380,9644
797971864723324932,2837,10654
797545162159308800,4534,13431
797236660651966464,6032,18425
797165961484890113,24,206
796904159865868288,8162,0
796865951799083009,1800,7101
796759840936919040,2770,10872
796563435802726400,6558,0
796484825502875648,1614,6968
796387464403357696,3803,10149
796177847564038144,13052,0
796149749086875649,13052,29656
796125600683540480,1635,4582
796116448414461957,2203,8378
796080075804475393,2122,7765
796031486298386433,3409,9948
795464331001561088,21478,45551
795400264262053889,2633,9269
795076730285391872,4984,14906
794983741416415232,3105,0
794926597468000259,2117,9386
794355576146903043,9469,0
794332329137291264,2484,8863
794205286408003585,3046,8521
793962221541933056,4488,15464
793845145112371200,1712,8494
793614319594401792,2848,0
793601777308463104,1494,7356
793500921481273345,2182,9797
793286476301799424,8411,22636
793271401113350145,2207,7990
793256262322548741,7625,18413
793241302385262592,3007,9680
793226087023144960,2668,9038
793210959003287553,2558,8200
793195938047070209,5183,14059
793180763617361921,1828,6379
793165685325201412,2586,8643
793150605191548928,1554,5661
793135492858580992,2293,5929
793120401413079041,3597,11689
792913359805018113,3635,13183
792883833364439040,3914,10377
792773781206999040,1545,6775
792394556390137856,3932,12349
792050063153438720,1639,6582
791821351946420224,19223,0
791784077045166082,8685,0
791780927877898241,3481,0
791774931465953280,20293,41629
791672322847637504,2848,10787
791406955684368384,3778,12113
791312159183634433,2309,8061
791026214425268224,3717,0
790987426131050500,1946,9023
790946055508652032,4293,15392
790723298204217344,2101,0
790698755171364864,1765,7572
790581949425475584,6507,19039
790337589677002753,1735,7193
790277117346975746,2903,11519
790227638568808452,3234,0
789986466051088384,2101,8562
789960241177853952,3722,0
789903600034189313,3793,9495
789628658055020548,1600,6874
789599242079838210,1751,6204
789530877013393408,3105,10785
789314372632018944,2088,7953
789280767834746880,4491,0
789268448748703744,2391,8410
789137962068021249,2547,8934
788908386943430656,11382,25251
788765914992902144,9469,25164
788552643979468800,6507,0
788412144018661376,4831,14308
788178268662984705,1946,6703
788150585577050112,1176,5646
788070120937619456,3156,0
788039637453406209,1197,5617
787810552592695296,2787,7912
787717603741622272,2526,9413
787397959788929025,2606,10013
787322443945877504,1601,7176
787111942498508800,6170,0
786963064373534720,7261,24486
786729988674449408,2213,0
786709082849828864,5602,16829
786664955043049472,2307,9758
786595970293370880,2854,8693
786363235746385920,3143,10008
786286427768250368,2603,7359
786233965241827333,4281,13957
786051337297522688,143,1319
786036967502913536,6368,0
785927819176054784,2915,10452
785872687017132033,1641,6142
785639753186217984,2063,7203
785533386513321988,1795,8301
785515384317313025,1130,5619
785264754247995392,1487,6719
785170936622350336,4386,11036
784826020293709826,2946,9301
784517518371221505,2309,8260
784431430411685888,1158,5291
784183165795655680,7300,18418
784057939640352768,10141,27287
783839966405230592,9793,27537
783821107061198850,1791,6793
783695101801398276,2926,9591
783466772167098368,2035,7729
783391753726550016,4992,15543
783347506784731136,5033,0
783334639985389568,10647,26735
783085703974514689,1982,7507
782969140009107456,6730,22147
782747134529531904,1289,6880
782722598790725632,4913,15848
782598640137187329,1731,7158
782305867769217024,5024,15267
782021823840026624,5590,0
781955203444699136,3066,10255
781661882474196992,2464,9589
781655249211752448,1032,3669
781524693396357120,5023,18978
781308096455073793,2336,6547
781251288990355457,1887,7664
781163403222056960,2521,8961
780931614150983680,6558,19844
780858289093574656,1823,6575
780800785462489090,1175,5030
780601303617732608,3054,11040
780543529827336192,1599,5799
780496263422808064,3347,0
780476555013349377,103,0
780459368902959104,979,4854
780192070812196864,2036,7983
780092040432480260,2077,0
780074436359819264,4478,11101
779834332596887552,6368,17244
779377524342161408,2816,8014
779124354206535695,16674,0
779056095788752897,4124,13515
778990705243029504,6526,18258
778774459159379968,8935,0
778764940568104960,328,796
778748913645780993,1179,6265
778650543019483137,1366,5262
778624900596654080,925,4214
778408200802557953,3930,12529
778396591732486144,11061,0
778383385161035776,999,5339
778286810187399168,2992,9456
778039087836069888,2402,7789
778027034220126208,1456,5996
777953400541634568,3186,0
777885040357281792,1482,5813
777684233540206592,2678,10302
777641927919427584,3841,0
777621514455814149,2298,7986
777189768882946048,3893,12939
776819012571455488,12279,0
776813020089548800,1098,4482
776477788987613185,2501,8012
776249906839351296,8268,0
776218204058357768,14386,27391
776201521193218049,2282,8769
776113305656188928,3938,10785
776088319444877312,140,1673
775898661951791106,15209,0
775842724423557120,2403,10707
775733305207554048,3623,12660
775729183532220416,4177,11891
775364825476165632,2657,6766
775350846108426240,3533,9287
775085132600442880,4272,14214
774757898236878852,1617,7878
774639387460112384,1570,6185
774314403806253056,4977,19962
773985732834758656,3507,9879
773922284943896577,1588,5889
773704687002451968,1463,6043
773670353721753600,1194,4912
773547596996571136,5567,20216
773336787167145985,4542,0
773308824254029826,6787,21287
773247561583001600,2942,8620
773191612633579521,3719,9117
772877495989305348,3514,7842
772826264096874500,2155,7330
772615324260794368,3046,0
772581559778025472,1552,5933
772193107915964416,1259,5518
772152991789019136,1029,3483
772117678702071809,668,3451
772114945936949249,429,2512
772102971039580160,842,3652
771908950375665664,1717,5994
771770456517009408,3073,10890
771500966810099713,2377,7571
771380798096281600,4542,9641
771171053431250945,6722,0
771136648247640064,2659,8378
771102124360998913,1296,5689
771014301343748096,1498,6285
770787852854652928,1077,4473
770772759874076672,1297,4742
770655142660169732,1629,6700
770414278348247044,1885,5768
770293558247038976,1316,5681
770093767776997377,2755,0
770069151037685760,2081,6930
769940425801170949,8618,28493
769695466921623552,1526,5864
769335591808995329,6987,0
769212283578875904,1570,4953
768970937022709760,5850,13044
768909767477751808,2375,0
768855141948723200,808,3820
768609597686943744,1071,3748
768596291618299904,1168,4611
768554158521745409,5240,0
768473857036525572,3094,12432
768193404517830656,3186,9878
767884188863397888,1246,4346
767754930266464257,4855,14534
767500508068192258,2098,6845
767191397493538821,3390,11196
767122157629476866,2572,9281
766793450729734144,1222,4607
766714921925144576,339,2386
766693177336135680,709,3669
766423258543644672,1418,5479
766313316352462849,1684,6180
766078092750233600,2366,0
766069199026450432,754,3831
766008592277377025,447,3421
765719909049503744,1948,6587
765669560888528897,1104,4699
765395769549590528,3048,24323
765371061932261376,1956,6500
765222098633691136,3046,10620
764857477905154048,1607,5913
764259802650378240,1348,5471
763956972077010945,48,712
763837565564780549,3717,11417
763183847194451968,1314,4900
763167063695355904,2686,0
763103485927849985,2058,6721
762699858130116608,3234,11009
762471784394268675,5782,10259
762464539388485633,3722,9368
762316489655476224,1011,4378
762035686371364864,14000,29097
761976711479193600,1775,4903
761750502866649088,3509,0
761745352076779520,780,3902
761672994376806400,26057,45069
761599872357261312,1066,3766
761371037149827077,16270,0
761334018830917632,1306,4680
761292947749015552,980,4060
761227390836215808,1402,4831
761004547850530816,3156,10335
760893934457552897,871,3466
760656994973933572,1702,6011
760641137271070720,1164,4543
760539183865880579,3251,6880
760521673607086080,1258,3817
760290219849637889,10344,24364
760252756032651264,781,3612
760190180481531904,1606,5218
760153949710192640,27,0
759943073749200896,1885,5396
759846353224826880,1766,6107
759793422261743616,1727,5425
759557299618865152,1085,4290
759447681597108224,2213,7665
759446261539934208,446,1518
759197388317847553,1769,5565
759159934323924993,1048,0
759099523532779520,3734,13251
759047813560868866,1802,5900
758854675097526272,816,3225
758828659922702336,3457,10180
758740312047005698,1473,5225
758474966123810816,899,3448
758467244762497024,1988,4351
758405701903519748,1720,4748
758355060040593408,940,3050
758099635764359168,8935,17250
758041019896193024,333,2440
757741869644341248,2951,6230
757729163776290825,7049,0
757725642876129280,1080,4139
757611664640446465,990,4168
757597904299253760,271,0
757596066325864448,938,3962
757400162377592832,6194,13755
757393109802180609,1558,5314
757354760399941633,1273,4100
756998049151549440,1793,5681
756939218950160384,1803,6040
756651752796094464,1162,4543
756526248105566208,3212,9415
756303284449767430,984,3587
756288534030475264,15928,40003
756275833623502848,1374,5804
755955933503782912,2566,6663
755206590534418437,4811,14894
755110668769038337,9954,19230
754874841593970688,7072,0
754856583969079297,2266,6283
754747087846248448,463,2345
754482103782404096,1750,4798
754449512966619136,656,3398
754120377874386944,2120,7175
753655901052166144,1948,5303
753420520834629632,3166,7128
753398408988139520,1692,5218
753375668877008896,2077,6917
753298634498793472,5082,0
753294487569522689,932,3015
753039830821511168,18700,33674
753026973505581056,854,3553
752932432744185856,6170,11471
752917284578922496,1404,6315
752701944171524096,2565,0
752682090207055872,1426,5450
752660715232722944,1394,3971
752568224206688256,2053,4985
752519690950500352,3073,6653
752334515931054080,986,3498
752309394570878976,14628,0
752173152931807232,1628,5402
751950017322246144,813,2788
751937170840121344,1173,4715
751830394383790080,1749,5305
751793661361422336,2552,5261
751598357617971201,2759,7212
751583847268179968,990,3975
751538714308972544,1128,4582
751456908746354688,907,2928
751251247299190784,5270,11422
751205363882532864,1637,5729
751132876104687617,1162,4591
750868782890057730,1218,4350
750719632563142656,4491,11925
750506206503038976,1020,4015
750429297815552001,3841,11978
750383411068534784,1016,4137
750381685133418496,25,654
750147208377409536,861,2837
750132105863102464,1149,3283
750117059602808832,1182,3944
750101899009982464,760,2777
750086836815486976,479,1967
750071704093859840,2972,7068
750056684286914561,803,2870
750041628174217216,559,2890
750026558547456000,703,2453
750011400160841729,802,2930
749996283729883136,740,2753
749981277374128128,2221,4671
749774190421639168,1179,4233
749417653287129088,1480,5524
749403093750648834,478,2379
749395845976588288,3092,7752
749317047558017024,2003,4949
749075273010798592,1836,5211
749064354620928000,1374,4372
749036806121881602,719,2800
748977405889503236,3060,9739
748932637671223296,2018,5278
748705597323898880,852,2512
748699167502000129,1433,4280
748692773788876800,1206,3844
748575535303884801,1770,5498
748568946752774144,592,1987
748346686624440324,1097,4704
748337862848962560,3655,6896
748324050481647620,667,3360
748307329658011649,640,3347
748220828303695873,6927,12844
747963614829678593,1910,5230
747933425676525569,2304,6007
747885874273214464,859,2651
747844099428986880,663,2552
747816857231626240,1029,4389
747651430853525504,138,1241
747648653817413632,5203,11684
747600769478692864,512,2105
747594051852075008,935,3318
747512671126323200,1447,4981
747461612269887489,915,3490
747439450712596480,1719,4910
747242308580548608,2572,0
747219827526344708,1412,4762
747204161125646336,809,3035
747103485104099331,3542,8660
746906459439529985,259,2647
746872823977771008,1887,5428
746818907684614144,1557,4820
746790600704425984,1426,4419
746757706116112384,3481,8606
746726898085036033,1611,5488
746542875601690625,1707,4582
746521445350707200,876,0
746507379341139972,970,4258
746369468511756288,1449,5603
746131877086527488,1951,6211
746056683365994496,718,3218
745789745784041472,941,3563
745712589599014916,2067,6319
745433870967832576,2264,6380
745422732645535745,2152,7734
745314880350101504,2439,6435
745074613265149952,3110,7075
745057283344719872,2014,6556
744995568523612160,554,2658
744971049620602880,2391,7121
744709971296780288,1397,5069
744334592493166593,1887,6176
744234799360020481,69092,141222
744223424764059648,320,1491
743980027717509120,981,3776
743895849529389061,858,3300
743835915802583040,1825,0
743609206067040256,1237,4055
743595368194129920,5817,16493
743545585370791937,846,3186
743510151680958465,3326,7201
743253157753532416,1095,3825
743222593470234624,1704,5571
743210557239623680,1217,3475
742534281772302336,3209,6396
742528092657332225,1761,3985
742465774154047488,3519,6552
742423170473463808,3347,8816
742385895052087300,1733,6098
742161199639494656,1219,3902
742150209887731712,1365,4580
741793263812808706,1362,4110
741743634094141440,2448,7363
741438259667034112,730,3323
741303864243200000,2851,7900
741099773336379392,4900,8992
741067306818797568,2755,8618
740995100998766593,2408,5663
740711788199743490,839,3063
740699697422163968,692,2568
740676976021798912,6080,16367
740373189193256964,11843,31588
740365076218183684,377,2199
740359016048689152,781,2968
740214038584557568,1754,5992
739979191639244800,5240,17935
739932936087216128,957,3631
739844404073074688,772,3429
739623569819336705,1215,3406
739606147276148736,1469,4841
739544079319588864,18863,35552
739485634323156992,2590,6415
739238157791694849,51608,104194
738891149612572673,6,87
738885046782832640,1018,3402
738883359779196928,705,2955
738537504001953792,1361,4574
738402415918125056,730,2922
738184450748633089,1085,3871
738166403467907072,2972,7864
738156290900254721,571,2216
737826014890496000,1570,4696
737800304142471168,3114,8958
737678689543020544,1164,4512
737445876994609152,3979,9213
737322739594330112,713,3232
737310737551491075,6600,13188
736736130620620800,1521,3777
736392552031657984,6507,15923
736365877722001409,1085,3583
736225175608430592,2488,7289
736010884653420544,2649,7074
735991953473572864,1023,3222
735648611367784448,984,3642
735635087207878657,2091,5508
735274964362878976,4438,11755
735256018284875776,791,2992
735137028879360001,861,2819
734912297295085568,463,2474
734787690684657664,5657,11262
734776360183431168,480,2262
734559631394082816,344,1342
733828123016450049,699,3207
733822306246479872,901,3300
733482008106668032,834,2805
733460102733135873,1120,3771
733109485275860992,15209,48014
732732193018155009,473,2166
732726085725589504,778,3197
732585889486888962,701,3272
732375214819057664,2242,7235
732005617171337216,4774,13328
731285275100512256,881,3116
731156023742988288,1117,3454
730924654643314689,1745,5464
730573383004487680,1874,4344
730427201120833536,921,3121
730211855403241472,941,3399
